machine_id,plant_location,temperature,vibration,pressure,humidity,runtime_hours,load_percentage,maintenance_history,failure_within_7days
M03688,Plant_B,89.39,0.389,35.35,66.07,1203,63.86,1,0
M03689,Plant_B,78.24,0.392,26.7,44.87,819,64.33,5,0
M03690,Plant_D,80.83,0.853,46.81,66.52,2115,80.1,2,0
M03691,Plant_B,78.69,0.254,30.02,50.27,2031,98.63,4,0
M03692,Plant_D,91.28,0.513,47.28,43.75,2277,97.7,2,1
M03693,Plant_A,71.24,0.349,45.39,58.0,1294,61.36,1,0
M03694,Plant_D,71.94,0.78,39.91,51.28,505,65.24,4,0
M03695,Plant_D,90.1,0.862,49.63,64.46,2045,51.8,0,0
M03696,Plant_C,79.56,0.921,52.86,52.92,1156,69.94,0,0
M03697,Plant_B,93.78,0.455,33.6,60.06,635,91.73,0,0
M03698,Plant_A,73.28,0.289,28.53,49.25,2344,95.79,5,0
M03699,Plant_D,79.45,0.279,20.09,46.28,1169,61.82,3,0
M03700,Plant_A,70.78,0.626,52.96,51.64,373,63.29,5,0
M03701,Plant_C,80.07,1.146,31.48,58.2,1866,61.04,5,1
M03702,Plant_B,65.21,0.418,44.08,59.71,232,67.51,5,0
M03703,Plant_D,75.12,0.457,29.07,57.35,363,90.24,5,0
M03704,Plant_B,65.64,0.301,47.31,69.64,466,82.34,0,0
M03705,Plant_C,86.94,0.806,29.4,60.73,2972,89.3,3,0
M03706,Plant_C,87.17,0.88,25.47,67.95,2152,79.15,3,0
M03707,Plant_A,62.7,0.843,33.33,43.54,2416,62.89,1,0
M03708,Plant_D,93.34,1.061,30.75,41.84,950,61.4,0,0
M03709,Plant_A,104.97,0.686,39.77,49.33,2880,50.45,4,0
M03710,Plant_C,80.46,0.334,34.59,44.1,1829,89.05,5,0
M03711,Plant_B,73.59,0.489,40.02,55.78,1544,92.36,3,0
M03712,Plant_A,108.24,0.862,32.67,55.57,1469,88.41,1,0
M03713,Plant_A,66.81,0.813,29.68,57.25,2048,53.72,3,0
M03714,Plant_B,80.2,0.731,30.33,62.36,2216,88.11,4,0
M03715,Plant_A,81.8,0.883,51.36,69.14,2947,52.29,4,0
M03716,Plant_B,93.45,0.837,36.8,66.35,457,55.28,0,0
M03717,Plant_D,83.6,1.081,19.13,43.55,1811,72.02,3,0
M03718,Plant_B,75.01,0.786,30.84,50.16,1509,73.81,4,0
M03719,Plant_D,70.49,0.979,35.77,47.67,424,90.81,2,0
M03720,Plant_B,76.58,0.449,49.76,45.3,850,83.98,4,0
M03721,Plant_C,69.93,0.878,43.23,56.34,355,57.67,4,0
M03722,Plant_C,80.48,1.102,27.63,56.6,2566,61.31,3,0
M03723,Plant_D,74.36,0.586,54.35,46.82,2358,64.28,5,0
M03724,Plant_D,65.06,0.979,34.75,61.36,1010,56.18,4,0
M03725,Plant_C,92.55,0.925,44.97,61.99,683,64.38,1,0
M03726,Plant_D,75.02,0.26,25.76,40.63,676,86.43,5,0
M03727,Plant_B,67.32,0.782,15.81,51.87,2313,62.07,4,0
M03728,Plant_B,78.32,0.33,23.73,66.7,2361,91.77,2,0
M03729,Plant_C,80.68,1.167,9.0,55.61,2676,73.48,4,1
M03730,Plant_A,62.54,1.011,51.9,50.43,1971,66.15,0,0
M03731,Plant_B,83.32,0.31,36.72,47.61,1252,70.62,3,0
M03732,Plant_D,69.53,0.322,27.6,47.3,2150,85.47,2,0
M03733,Plant_A,97.11,0.794,38.62,42.99,994,75.84,1,0
M03734,Plant_A,85.24,0.545,36.51,64.52,1883,50.36,4,0
M03735,Plant_B,76.0,0.235,39.97,42.6,1193,96.12,4,0
M03736,Plant_B,72.55,0.742,44.68,48.77,2199,53.3,1,0
M03737,Plant_A,78.95,0.588,32.68,41.37,536,96.93,4,0
M03738,Plant_A,86.13,0.301,27.96,63.44,1121,51.41,0,0
M03739,Plant_C,79.75,1.002,41.62,41.18,2241,88.55,5,1
M03740,Plant_D,77.83,1.115,41.42,49.25,2734,76.73,5,1
M03741,Plant_C,80.58,0.957,35.81,57.2,2750,75.29,2,1
M03742,Plant_B,73.96,1.022,52.42,52.29,2233,53.64,4,0
M03743,Plant_C,76.57,0.416,31.5,48.47,617,61.94,1,0
M03744,Plant_C,59.14,0.464,27.8,48.26,841,88.88,1,0
M03745,Plant_C,89.74,0.409,38.34,63.93,2124,94.56,2,0
M03746,Plant_C,82.99,0.965,29.6,69.22,2577,76.46,0,0
M03747,Plant_D,72.27,1.148,38.96,50.44,962,67.67,2,0
M03748,Plant_D,98.99,0.917,28.34,41.17,2141,53.0,4,1
M03749,Plant_A,80.87,1.081,31.8,41.1,2976,84.11,5,1
M03750,Plant_B,69.64,0.839,50.13,62.78,142,63.92,0,1
M03751,Plant_C,88.57,0.588,31.76,56.57,1947,52.75,0,0
M03752,Plant_A,83.98,0.626,28.61,63.51,1833,83.29,1,0
M03753,Plant_A,83.95,0.275,44.37,60.92,503,74.29,0,0
M03754,Plant_A,75.74,0.231,26.59,67.23,1426,50.6,4,0
M03755,Plant_D,84.5,0.895,29.46,66.57,1305,55.55,4,1
M03756,Plant_C,77.38,0.638,39.61,63.65,2316,84.96,4,1
M03757,Plant_C,85.56,0.752,42.51,54.26,2350,53.18,5,0
M03758,Plant_B,60.95,0.758,44.76,49.24,2853,93.3,3,0
M03759,Plant_C,75.66,0.477,29.02,55.21,2690,65.57,0,0
M03760,Plant_C,97.22,0.676,39.77,55.06,2249,54.43,0,0
M03761,Plant_A,72.33,0.671,31.27,58.31,1699,87.99,4,0
M03762,Plant_B,73.96,0.588,30.15,45.58,2493,76.22,1,0
M03763,Plant_C,75.52,1.021,44.63,59.67,2750,65.33,5,0
M03764,Plant_D,67.85,0.651,30.6,53.7,541,70.3,0,0
M03765,Plant_C,57.92,0.804,37.23,58.61,349,51.07,3,1
M03766,Plant_A,77.69,1.096,36.24,47.19,977,83.13,0,0
M03767,Plant_D,81.36,1.066,26.43,53.03,1986,68.29,2,0
M03768,Plant_A,79.47,1.09,42.73,46.31,1403,85.7,3,0
M03769,Plant_C,78.55,0.47,39.48,66.26,1840,81.41,1,0
M03770,Plant_D,80.43,0.235,19.11,54.64,1212,82.56,3,0
M03771,Plant_B,90.23,0.461,37.22,46.75,2044,89.64,3,0
M03772,Plant_B,78.1,0.479,28.82,41.24,2818,81.56,0,0
M03773,Plant_D,74.26,1.109,43.78,60.27,1998,70.94,3,1
M03774,Plant_D,77.19,0.849,23.44,46.44,2122,69.5,4,0
M03775,Plant_A,85.79,0.282,32.15,69.69,347,55.98,5,0
M03776,Plant_D,94.12,0.335,37.9,56.01,2799,88.97,3,0
M03777,Plant_A,73.72,0.356,35.43,48.67,2238,88.06,0,0
M03778,Plant_C,80.99,0.83,41.1,59.73,667,62.31,4,0
M03779,Plant_A,83.38,0.935,22.85,48.26,1969,93.13,1,0
M03780,Plant_D,70.07,1.06,48.22,64.61,1962,79.45,2,0
M03781,Plant_D,80.2,1.141,39.2,49.25,1288,73.93,3,1
M03782,Plant_C,65.34,0.402,45.88,69.65,2695,50.87,4,0
M03783,Plant_D,62.31,0.51,41.99,58.15,1453,69.14,4,0
M03784,Plant_D,83.67,0.44,34.91,65.33,2227,82.03,1,0
M03785,Plant_B,76.16,0.559,24.73,42.18,1033,54.49,1,0
M03786,Plant_B,82.02,1.115,30.49,50.45,1080,72.98,2,0
M03787,Plant_C,79.82,0.775,47.72,62.12,969,99.67,2,0
M03788,Plant_A,70.24,0.938,46.08,59.65,268,85.83,0,0
M03789,Plant_B,79.55,0.69,30.04,45.83,2771,77.34,2,0
M03790,Plant_A,67.67,0.229,12.45,50.69,478,76.65,2,0
M03791,Plant_D,93.91,0.264,33.3,47.9,1332,52.19,4,0
M03792,Plant_B,66.44,0.738,32.7,58.4,2032,97.87,3,0
M03793,Plant_C,78.04,0.919,33.0,50.34,2025,96.41,3,0
M03794,Plant_C,69.58,0.415,39.23,49.27,293,84.12,5,0
M03795,Plant_C,85.7,0.922,42.01,46.22,363,54.95,2,0
M03796,Plant_B,76.69,1.011,42.92,52.27,1370,60.39,5,0
M03797,Plant_A,74.81,0.612,38.57,45.87,1753,59.2,5,0
M03798,Plant_D,88.53,0.946,20.59,68.88,1571,75.98,0,0
M03799,Plant_A,80.29,0.604,32.27,44.64,2115,60.39,0,0
M03800,Plant_A,85.17,0.878,53.43,67.4,1863,84.79,3,0
M03801,Plant_D,70.19,0.964,37.99,52.85,620,77.26,1,0
M03802,Plant_D,65.95,1.192,37.94,51.34,1018,50.88,4,0
M03803,Plant_B,81.07,0.545,37.88,46.94,2626,87.2,2,0
M03804,Plant_B,76.81,0.611,38.32,59.07,1400,59.44,4,0
M03805,Plant_B,86.26,0.366,15.94,60.57,673,91.24,2,0
M03806,Plant_B,79.2,0.404,33.08,54.03,1637,67.75,2,0
M03807,Plant_B,82.05,0.893,34.7,41.67,1483,66.93,5,0
M03808,Plant_D,63.77,1.117,45.25,67.56,2990,50.59,3,1
M03809,Plant_A,98.88,0.595,35.38,69.41,1480,99.39,4,1
M03810,Plant_B,78.36,0.38,21.83,52.93,1623,80.6,4,0
M03811,Plant_B,86.98,0.485,38.44,58.41,995,71.14,1,0
M03812,Plant_A,71.64,0.655,28.57,53.51,1206,54.83,1,0
M03813,Plant_B,83.08,0.491,25.27,49.66,616,84.96,4,0
M03814,Plant_A,66.97,0.434,28.33,42.32,1123,64.14,1,0
M03815,Plant_A,84.52,0.936,39.34,53.68,995,99.41,1,0
M03816,Plant_D,76.44,0.208,45.07,64.55,564,97.53,2,0
M03817,Plant_C,80.29,0.739,38.86,40.51,1710,86.76,3,0
M03818,Plant_D,86.98,0.994,40.06,57.46,712,98.55,2,0
M03819,Plant_C,67.67,0.466,38.78,66.42,704,55.28,5,0
M03820,Plant_C,73.16,0.803,35.81,46.53,1754,64.0,1,0
M03821,Plant_C,84.57,0.869,40.58,45.5,720,62.66,2,0
M03822,Plant_B,100.98,0.855,15.65,63.17,2702,53.6,2,0
M03823,Plant_D,78.62,0.646,35.89,47.65,2283,98.61,0,0
M03824,Plant_C,85.91,0.547,26.64,45.76,2477,53.0,2,0
M03825,Plant_A,78.93,1.036,44.3,51.34,2542,92.83,2,0
M03826,Plant_B,99.42,0.958,33.82,51.78,255,88.41,3,0
M03827,Plant_D,62.53,0.521,35.25,66.22,2685,68.79,4,1
M03828,Plant_C,80.95,0.303,22.96,58.55,2815,50.94,0,0
M03829,Plant_A,63.74,0.272,43.13,52.18,343,50.3,0,0
M03830,Plant_D,54.93,0.294,40.02,56.03,2694,60.2,0,0
M03831,Plant_D,82.97,0.783,39.46,68.62,549,74.69,5,0
M03832,Plant_B,81.39,0.252,28.5,43.4,2425,72.9,0,1
M03833,Plant_D,77.15,0.537,28.81,46.23,853,79.26,3,0
M03834,Plant_B,78.94,0.953,36.79,68.88,505,88.6,4,0
M03835,Plant_C,110.98,0.494,29.44,68.72,2918,68.87,5,0
M03836,Plant_B,77.42,0.963,38.48,45.31,1169,58.02,3,0
M03837,Plant_A,85.1,0.945,17.71,44.35,848,90.0,0,0
M03838,Plant_B,73.51,0.446,31.1,52.63,2919,66.63,4,0
M03839,Plant_A,82.95,0.929,49.37,41.49,1394,64.34,3,0
M03840,Plant_B,77.62,0.948,38.52,59.65,1679,88.22,4,0
M03841,Plant_D,75.89,0.597,36.33,42.32,2385,96.71,5,0
M03842,Plant_C,98.19,0.41,50.88,41.74,2135,95.75,3,0
M03843,Plant_A,91.77,0.721,16.31,54.56,1290,56.87,4,0
M03844,Plant_B,81.37,1.121,28.48,68.73,1499,75.16,3,1
M03845,Plant_B,56.96,0.84,31.79,52.8,2348,54.64,0,0
M03846,Plant_B,76.39,0.373,41.87,50.69,2893,98.05,0,0
M03847,Plant_D,107.03,0.883,42.01,69.94,2379,60.76,0,1
M03848,Plant_D,77.69,0.627,28.07,55.96,823,59.87,5,0
M03849,Plant_A,91.03,0.792,42.98,51.26,1541,94.44,3,0
M03850,Plant_A,94.42,0.934,31.77,51.58,1277,98.39,4,0
M03851,Plant_D,82.19,0.715,44.69,45.85,824,84.88,4,0
M03852,Plant_A,71.58,1.014,26.74,55.37,186,56.05,1,0
M03853,Plant_C,55.65,0.922,34.01,53.17,2850,74.29,2,0
M03854,Plant_C,86.84,0.815,31.08,48.12,2967,90.83,0,0
M03855,Plant_D,71.85,0.351,43.45,44.82,153,78.62,0,0
M03856,Plant_A,81.76,1.036,30.82,49.34,1851,56.63,0,0
M03857,Plant_B,67.5,1.136,34.66,55.26,1165,58.59,1,0
M03858,Plant_C,77.35,0.337,39.05,41.75,1353,93.21,1,0
M03859,Plant_D,80.34,0.688,39.36,44.61,841,76.35,1,0
M03860,Plant_A,82.69,0.459,42.1,68.43,2841,85.29,0,0
M03861,Plant_D,68.85,0.955,36.69,56.29,2583,68.65,4,0
M03862,Plant_B,91.97,0.922,31.65,41.9,1972,76.62,0,0
M03863,Plant_C,74.03,0.341,32.2,60.79,2741,98.86,1,0
M03864,Plant_D,63.26,1.077,35.21,41.85,2589,66.49,1,0
M03865,Plant_D,78.91,0.381,37.0,62.17,2314,83.74,2,0
M03866,Plant_D,80.34,0.997,33.82,62.5,2046,58.63,3,0
M03867,Plant_B,81.61,0.657,35.15,59.53,2713,56.09,2,0
M03868,Plant_D,93.62,0.528,22.86,61.97,1586,89.18,2,1
M03869,Plant_B,77.64,0.358,40.34,42.64,172,92.21,0,0
M03870,Plant_B,78.8,0.368,36.45,61.8,824,83.42,3,0
M03871,Plant_B,68.97,0.862,43.01,44.1,369,57.91,3,0
M03872,Plant_C,88.21,0.75,35.0,50.19,318,62.03,0,0
M03873,Plant_C,81.84,0.322,21.09,68.28,646,95.56,4,0
M03874,Plant_D,75.8,0.313,32.13,55.09,1201,64.44,5,0
M03875,Plant_D,60.95,0.272,33.4,69.02,2455,90.94,0,0
M03876,Plant_C,94.44,0.944,40.94,42.67,1888,64.3,4,0
M03877,Plant_A,67.72,0.912,18.44,54.33,2068,96.97,4,0
M03878,Plant_C,74.09,0.258,35.33,41.87,2027,95.72,3,1
M03879,Plant_B,83.58,0.76,39.11,58.91,520,52.16,0,0
M03880,Plant_C,68.03,0.285,29.71,42.36,1359,88.52,0,0
M03881,Plant_B,65.06,1.104,35.6,45.26,1957,58.47,3,0
M03882,Plant_D,58.76,1.107,29.98,47.76,2996,60.76,2,0
M03883,Plant_A,87.21,0.898,29.16,62.46,2609,72.99,0,1
M03884,Plant_D,74.55,1.126,31.73,44.92,684,78.82,5,0
M03885,Plant_B,109.27,1.011,29.31,65.4,1662,66.29,5,0
M03886,Plant_B,70.06,1.029,40.47,43.96,2185,78.77,1,0
M03887,Plant_B,70.79,0.77,29.12,41.06,1889,58.53,1,0
M03888,Plant_A,74.35,0.506,27.78,51.85,2573,51.12,0,0
M03889,Plant_C,82.43,0.418,49.14,69.38,1992,78.56,4,0
M03890,Plant_D,75.3,0.527,42.69,43.31,2581,75.87,5,0
M03891,Plant_D,86.12,0.828,20.11,43.05,304,84.48,5,1
M03892,Plant_C,70.21,0.373,28.88,62.53,2852,82.49,3,0
M03893,Plant_D,66.18,0.459,36.94,49.36,841,94.87,5,0
M03894,Plant_A,62.02,0.668,37.59,61.52,1304,72.97,4,0
M03895,Plant_D,57.76,0.433,23.08,46.0,2187,50.42,1,0
M03896,Plant_B,74.82,0.789,44.27,53.8,2988,81.53,1,0
M03897,Plant_C,76.99,1.123,41.6,47.96,267,83.76,3,1
M03898,Plant_A,73.69,0.948,38.86,53.55,741,76.07,1,0
M03899,Plant_C,92.43,0.866,45.85,63.07,1205,84.47,2,0
M03900,Plant_A,92.28,0.783,38.62,62.86,2834,66.18,1,0
M03901,Plant_B,76.65,0.688,38.59,55.47,1923,57.44,5,0
M03902,Plant_C,62.06,0.387,47.46,67.85,2747,83.23,4,1
M03903,Plant_D,74.33,1.095,43.81,47.91,201,62.26,4,0
M03904,Plant_A,74.0,0.449,28.27,47.21,2907,72.82,2,0
M03905,Plant_C,73.43,0.291,40.07,58.41,2865,74.58,4,0
M03906,Plant_D,73.02,0.95,29.69,58.64,188,73.86,4,1
M03907,Plant_C,73.47,0.376,39.03,41.4,2492,79.92,4,0
M03908,Plant_C,76.13,0.572,38.81,58.23,2947,51.47,0,0
M03909,Plant_C,73.64,0.228,23.93,51.23,2046,99.48,2,0
M03910,Plant_A,82.08,0.337,34.03,62.42,707,85.82,2,0
M03911,Plant_D,83.6,0.373,37.12,64.24,2306,71.27,1,0
M03912,Plant_B,70.89,0.254,31.51,56.56,2683,59.57,5,0
M03913,Plant_A,92.71,0.857,37.52,40.05,2310,54.01,2,0
M03914,Plant_A,70.2,1.037,41.45,59.09,385,83.61,3,0
M03915,Plant_A,63.82,0.573,34.76,62.47,964,65.85,2,0
M03916,Plant_B,83.81,1.075,36.8,47.47,154,61.47,3,1
M03917,Plant_D,71.83,0.413,46.07,53.94,675,69.0,4,0
M03918,Plant_D,83.21,0.525,38.79,68.97,2180,79.65,5,0
M03919,Plant_D,55.96,0.351,36.61,48.94,657,83.59,3,0
M03920,Plant_C,93.92,0.821,27.34,46.69,830,82.26,5,0
M03921,Plant_C,86.72,0.62,40.37,46.33,1092,93.16,5,1
M03922,Plant_C,65.0,0.813,37.64,56.76,900,60.94,0,0
M03923,Plant_B,65.21,0.962,45.27,68.49,295,81.84,5,1
M03924,Plant_C,96.72,0.746,35.38,58.26,547,55.06,4,0
M03925,Plant_B,72.63,0.828,20.47,49.1,1921,77.4,3,0
M03926,Plant_D,71.66,1.135,21.4,59.16,1714,79.2,5,1
M03927,Plant_C,57.34,0.499,40.89,58.75,191,60.81,4,0
M03928,Plant_C,76.49,0.559,30.44,57.91,707,69.58,0,0
M03929,Plant_A,77.72,0.918,38.49,44.78,1351,91.36,4,0
M03930,Plant_B,87.15,0.811,35.91,59.04,385,57.42,4,0
M03931,Plant_D,66.01,0.379,33.67,52.9,201,71.73,2,0
M03932,Plant_A,64.8,0.576,34.23,40.56,239,96.64,1,0
M03933,Plant_A,84.51,0.668,28.08,56.19,934,75.21,3,0
M03934,Plant_D,90.07,0.619,34.87,69.68,1778,86.26,1,0
M03935,Plant_A,64.29,0.378,30.32,50.49,2413,91.34,0,0
M03936,Plant_B,90.82,1.124,32.02,68.97,2720,60.19,0,0
M03937,Plant_B,80.38,0.962,32.41,42.89,634,60.91,4,0
M03938,Plant_C,90.92,0.681,33.19,61.97,2670,87.93,1,0
M03939,Plant_A,79.3,0.88,42.38,43.43,115,87.67,3,1
M03940,Plant_C,54.78,1.097,33.96,48.21,660,53.01,3,0
M03941,Plant_A,78.48,0.336,43.19,57.13,2483,66.12,4,1
M03942,Plant_B,90.6,0.45,47.3,57.78,1009,69.93,3,0
M03943,Plant_B,71.06,0.743,41.84,63.26,1513,91.45,2,0
M03944,Plant_B,76.12,0.999,39.28,58.46,2317,71.09,1,0
M03945,Plant_A,78.24,0.236,37.61,57.81,1012,96.3,0,0
M03946,Plant_B,51.0,1.184,41.92,67.37,218,99.83,3,0
M03947,Plant_A,96.71,0.655,35.71,53.56,2157,89.04,3,0
M03948,Plant_C,70.99,0.559,42.88,46.76,2577,83.32,3,0
M03949,Plant_A,85.06,0.493,39.91,44.85,1591,69.59,4,0
M03950,Plant_C,79.13,0.374,32.12,52.0,2196,53.35,0,0
M03951,Plant_A,92.58,0.992,42.17,61.38,2354,78.66,1,1
M03952,Plant_C,84.06,1.155,35.73,41.28,613,68.09,3,1
M03953,Plant_B,77.65,0.614,34.15,43.87,2107,67.54,2,0
M03954,Plant_C,71.06,1.152,31.19,43.18,1333,84.39,5,0
M03955,Plant_B,87.98,1.024,36.33,57.56,1262,73.18,4,0
M03956,Plant_B,61.27,0.681,42.97,47.29,136,87.6,1,0
M03957,Plant_C,86.46,0.874,42.11,44.99,2365,69.91,3,0
M03958,Plant_A,69.01,0.635,37.83,57.78,1579,57.54,1,0
M03959,Plant_A,92.52,0.759,39.8,62.84,1635,73.07,4,0
M03960,Plant_D,81.61,0.258,45.17,49.96,2327,97.55,5,0
M03961,Plant_A,86.44,0.896,33.8,57.35,1640,90.08,2,0
M03962,Plant_D,80.82,0.253,26.08,42.94,229,60.29,3,0
M03963,Plant_A,62.48,1.017,45.41,68.06,2758,69.57,2,1
M03964,Plant_A,71.39,1.025,30.76,50.11,1871,96.39,4,1
M03965,Plant_B,86.72,0.437,29.48,69.93,2806,56.18,2,0
M03966,Plant_D,81.67,0.524,20.63,69.36,458,62.7,4,0
M03967,Plant_A,91.81,0.681,39.57,63.36,2774,63.11,5,0
M03968,Plant_D,84.03,0.797,22.03,40.6,1722,78.55,2,0
M03969,Plant_B,70.33,0.487,29.0,56.3,1681,70.54,1,0
M03970,Plant_B,72.04,0.792,39.71,42.61,1277,53.99,1,0
M03971,Plant_D,81.03,0.498,40.78,66.85,605,81.46,4,0
M03972,Plant_B,56.86,0.255,29.79,63.69,1632,54.95,1,0
M03973,Plant_C,96.73,0.203,33.93,69.17,917,80.32,5,1
M03974,Plant_C,84.42,0.301,28.02,58.25,893,75.35,2,0
M03975,Plant_B,92.27,0.992,30.61,55.67,938,74.68,2,0
M03976,Plant_C,64.19,1.161,37.13,55.57,722,53.37,3,0
M03977,Plant_A,92.45,0.627,30.99,51.59,2776,81.96,4,0
M03978,Plant_D,102.31,0.713,33.05,54.06,196,71.57,1,0
M03979,Plant_A,66.79,0.347,23.28,59.06,2063,70.56,5,0
M03980,Plant_D,87.71,0.751,44.06,67.99,1405,79.82,4,1
M03981,Plant_B,80.01,0.345,39.08,57.88,1824,80.31,1,0
M03982,Plant_A,64.56,0.811,41.34,65.71,2966,50.75,3,0
M03983,Plant_B,84.93,1.133,45.32,65.88,698,56.26,2,0
M03984,Plant_B,88.34,0.396,28.4,55.56,528,61.83,2,0
M03985,Plant_D,73.99,0.965,32.13,50.42,1666,83.9,5,0
M03986,Plant_D,91.66,0.224,19.84,59.19,1424,78.84,0,0
M03987,Plant_D,63.33,0.575,60.12,53.38,2690,87.88,4,1
M03988,Plant_A,65.05,0.311,33.8,42.44,2514,87.03,1,0
M03989,Plant_C,81.37,0.552,43.31,51.33,1952,92.66,0,0
M03990,Plant_D,80.25,0.374,25.09,69.82,1867,68.84,4,0
M03991,Plant_D,72.83,0.573,42.97,41.46,1168,67.25,1,0
M03992,Plant_A,88.1,0.618,49.86,60.9,1616,91.55,3,0
M03993,Plant_D,85.31,0.501,34.52,65.24,1439,61.88,4,0
M03994,Plant_A,88.58,0.857,26.91,59.46,2199,73.06,1,1
M03995,Plant_B,78.77,1.119,33.89,57.09,663,59.72,2,0
M03996,Plant_D,86.03,0.601,17.19,61.23,2646,95.69,4,0
M03997,Plant_D,75.54,0.392,34.7,52.88,1076,70.39,1,0
M03998,Plant_B,100.54,0.471,41.57,42.74,1441,60.62,5,1
M03999,Plant_B,71.87,1.054,34.71,68.87,1533,84.6,2,1
M04000,Plant_B,101.05,0.772,32.73,52.97,2470,62.23,2,0
M04001,Plant_D,80.35,0.655,39.22,59.96,1714,97.18,0,0
M04002,Plant_C,66.24,0.35,39.83,55.94,1684,68.38,1,0
M04003,Plant_C,93.68,0.65,21.72,41.64,1353,83.23,0,0
M04004,Plant_C,81.26,0.478,35.71,68.58,1467,67.26,5,0
M04005,Plant_D,88.51,1.143,54.49,63.78,1494,90.36,0,0
M04006,Plant_B,92.24,1.084,24.32,44.47,655,94.85,3,1
M04007,Plant_D,83.38,0.284,34.32,69.45,1370,89.4,0,0
M04008,Plant_B,74.08,0.717,50.53,62.11,318,92.42,0,0
M04009,Plant_D,89.76,0.425,43.83,54.17,633,55.09,3,0
M04010,Plant_D,80.01,0.611,30.89,58.34,2789,96.2,3,0
M04011,Plant_B,86.86,1.077,36.65,43.2,2666,81.22,4,1
M04012,Plant_C,58.46,0.728,34.98,56.81,1595,93.46,0,0
M04013,Plant_B,84.47,0.534,29.02,42.21,1473,84.22,2,1
M04014,Plant_A,73.61,0.408,34.41,56.35,143,60.09,3,0
M04015,Plant_A,96.53,1.0,32.76,56.58,164,80.48,1,0
M04016,Plant_B,86.23,0.825,35.9,66.23,345,54.55,4,0
M04017,Plant_D,82.4,0.668,29.01,61.75,1086,84.79,4,0
M04018,Plant_A,84.86,0.417,24.79,47.49,1708,70.45,0,0
M04019,Plant_A,70.02,0.534,34.67,66.65,1824,57.59,5,0
M04020,Plant_D,96.23,1.16,48.72,57.2,2305,98.96,2,1
M04021,Plant_D,99.91,0.72,35.66,58.19,1598,95.05,5,0
M04022,Plant_C,83.93,0.601,32.35,45.07,1148,94.68,5,0
M04023,Plant_D,95.9,0.721,41.03,65.73,2972,89.44,3,0
M04024,Plant_B,74.31,0.979,33.73,67.93,259,84.6,1,0
M04025,Plant_B,72.03,0.54,49.94,63.25,2965,82.75,0,0
M04026,Plant_C,80.41,0.379,34.97,68.22,1104,55.3,2,0
M04027,Plant_A,84.35,0.785,40.6,49.07,2222,95.03,0,1
M04028,Plant_A,76.06,0.865,28.96,65.83,2285,94.06,0,0
M04029,Plant_D,85.38,0.913,39.02,54.67,2041,87.39,4,1
M04030,Plant_B,83.06,1.082,37.2,44.92,578,96.37,5,1
M04031,Plant_A,70.02,0.571,34.55,60.06,2700,77.65,1,0
M04032,Plant_C,85.19,0.275,30.99,60.52,1426,72.38,1,0
M04033,Plant_C,88.64,1.158,29.9,48.61,486,98.4,1,0
M04034,Plant_B,81.71,0.635,37.26,40.82,571,73.21,1,0
M04035,Plant_C,91.53,0.823,40.03,46.0,408,82.07,3,1
M04036,Plant_C,67.83,0.866,33.98,51.99,800,68.65,3,0
M04037,Plant_B,84.68,0.747,37.3,45.03,2021,81.82,1,0
M04038,Plant_D,68.3,0.405,34.7,45.82,1952,86.0,2,0
M04039,Plant_D,68.86,0.955,35.79,51.74,2117,81.23,3,0
M04040,Plant_C,73.69,1.004,33.4,68.85,1178,75.73,3,1
M04041,Plant_D,70.58,0.753,35.14,62.93,885,65.01,2,0
M04042,Plant_D,74.52,0.689,56.58,49.59,1578,82.19,1,0
M04043,Plant_C,77.86,0.314,37.49,68.55,2452,95.42,0,0
M04044,Plant_D,88.37,0.284,40.16,59.37,201,50.35,3,0
M04045,Plant_C,76.79,0.54,38.5,53.66,874,56.7,0,0
M04046,Plant_A,64.14,0.511,32.9,54.05,1331,55.99,0,0
M04047,Plant_B,91.4,1.154,45.35,52.32,1438,96.16,2,0
M04048,Plant_B,71.63,0.984,32.67,46.99,671,83.14,1,1
M04049,Plant_D,79.41,0.86,43.44,51.6,247,97.59,5,0
M04050,Plant_D,84.47,0.718,32.33,55.84,1922,79.14,0,0
M04051,Plant_D,82.0,0.367,27.32,55.84,696,73.09,1,0
M04052,Plant_B,90.94,1.178,37.92,62.85,1077,89.62,4,1
M04053,Plant_A,84.79,0.575,26.16,50.76,1170,58.05,5,0
M04054,Plant_A,71.39,0.307,39.29,61.5,2646,69.07,5,0
M04055,Plant_B,101.79,0.694,25.45,57.34,254,73.31,5,0
M04056,Plant_A,81.94,1.074,32.45,68.86,329,64.92,1,0
M04057,Plant_B,78.53,1.087,23.55,51.56,257,68.56,2,0
M04058,Plant_A,89.64,0.211,57.59,67.04,1022,53.91,2,0
M04059,Plant_C,82.49,1.086,21.77,64.62,2715,59.9,4,0
M04060,Plant_C,83.99,0.471,35.08,59.13,1274,66.77,2,0
M04061,Plant_B,104.92,0.239,44.15,59.64,2446,89.79,1,1
M04062,Plant_A,77.25,1.048,43.29,42.54,1346,59.12,5,0
M04063,Plant_D,76.82,1.064,41.81,68.51,865,67.33,1,0
M04064,Plant_A,81.17,0.796,32.46,43.21,2712,53.25,5,0
M04065,Plant_C,90.72,0.774,45.81,56.9,566,77.86,1,1
M04066,Plant_C,64.93,1.013,42.31,49.9,585,80.56,2,1
M04067,Plant_A,60.34,0.986,36.7,52.9,1675,93.28,1,0
